gene,name
HNRNPA1P37,heterogeneous nuclear ribonucleoprotein A1 pseudogene 37
HNRNPA1P38,heterogeneous nuclear ribonucleoprotein A1pseudogene 38
HNRNPA1P39,heterogeneous nuclear ribonucleoprotein A1 pseudogene 39
HNRNPA1P40,heterogeneous nuclear ribonucleoprotein A1 pseudogene 40
HNRNPA1P41,heterogeneous nuclear ribonucleoprotein A1 pseudogene 41
HNRNPA1P42,heterogeneous nuclear ribonucleoprotein A1 pseudogene 42
HNRNPA1P43,heterogeneous nuclear ribonucleoprotein A1 pseudogene 43
HNRNPA1P44,heterogeneous nuclear ribonucleoprotein A1 pseudogene 44
HNRNPA1P45,heterogeneous nuclear ribonucleoprotein A1 pseudogene 45
HNRNPA1P46,heterogeneous nuclear ribonucleoprotein A1 pseudogene 46
HNRNPA1P47,heterogeneous nuclear ribonucleoprotein A1 pseudogene 47
HNRNPA1P48,heterogeneous nuclear ribonucleoprotein A1 pseudogene 48
HNRNPA1P49,heterogeneous nuclear ribonucleoprotein A1 pseudogene 49
HNRNPA1P50,heterogeneous nuclear ribonucleoprotein A1 pseudogene 50
HNRNPA1P51,heterogeneous nuclear ribonucleoprotein A1 pseudogene 51
HNRNPA1P52,heterogeneous nuclear ribonucleoprotein A1 pseudogene 52
HNRNPA1P53,heterogeneous nuclear ribonucleoprotein A1 pseudogene 53
HNRNPA1P54,heterogeneous nuclear ribonucleoprotein A1 pseudogene 54
HNRNPA1P55,heterogeneous nuclear ribonucleoprotein A1 pseudogene 55
HNRNPA1P56,heterogeneous nuclear ribonucleoprotein A1 pseudogene 56
HNRNPA1P57,heterogeneous nuclear ribonucleoprotein A1 pseudogene 57
HNRNPA1P58,heterogeneous nuclear ribonucleoprotein A1 pseudogene 58
HNRNPA1P59,heterogeneous nuclear ribonucleoprotein A1 pseudogene 59
HNRNPA1P60,heterogeneous nuclear ribonucleoprotein A1 pseudogene 60
HNRNPA1P61,heterogeneous nuclear ribonucleoprotein A1 pseudogene 61
HNRNPA1P62,heterogeneous nuclear ribonucleoprotein A1 pseudogene 62
HNRNPA1P63,heterogeneous nuclear ribonucleoprotein A1 pseudogene 63
HNRNPA1P64,heterogeneous nuclear ribonucleoprotein A1 pseudogene 64
HNRNPA1P65,heterogeneous nuclear ribonucleoprotein A1 pseudogene 65
HNRNPA1P66,heterogeneous nuclear ribonucleoprotein A1 pseudogene 66
HNRNPA1P67,heterogeneous nuclear ribonucleoprotein A1 pseudogene 67
HNRNPA1P68,heterogeneous nuclear ribonucleoprotein A1 pseudogene 68
HNRNPA1P69,heterogeneous nuclear ribonucleoprotein A1 pseudogene 69
HNRNPA1P70,heterogeneous nuclear ribonucleoprotein A1 pseudogene 70
HNRNPA1P71,heterogeneous nuclear ribonucleoprotein A1 pseudogene 71
HNRNPA1P72,heterogeneous nuclear ribonucleoprotein A1 pseudogene 72
HNRNPA1P73,heterogeneous nuclear ribonucleoprotein A1 pseudogene 73
HNRNPA1P74,heterogeneous nuclear ribonucleoprotein A1 pseudogene 74
HNRNPA1P75,heterogeneous nuclear ribonucleoprotein A1 pseudogene 75
HNRNPA1P76,heterogeneous nuclear ribonucleoprotein A1 pseudogene 76
HNRNPA1P77,heterogeneous nuclear ribonucleoprotein A1 pseudogene 77
HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
HNRNPA3,heterogeneous nuclear ribonucleoprotein A3
HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
HNRNPA3P2,heterogeneous nuclear ribonucleoprotein A3 pseudogene 2
HNRNPA3P3,heterogeneous nuclear ribonucleoprotein A3 pseudogene 3
HNRNPA3P4,heterogeneous nuclear ribonucleoprotein A3 pseudogene 4
HNRNPA3P5,heterogeneous nuclear ribonucleoprotein A3 pseudogene 5
HNRNPA3P6,heterogeneous nuclear ribonucleoprotein A3 pseudogene 6
HNRNPA3P7,heterogeneous nuclear ribonucleoprotein A3 pseudogene 7
HNRNPA3P8,heterogeneous nuclear ribonucleoprotein A3 pseudogene 8
HNRNPA3P9,heterogeneous nuclear ribonucleoprotein A3 pseudogene 9
HNRNPA3P10,heterogeneous nuclear ribonucleoprotein A3 pseudogene 10
HNRNPA3P11,heterogeneous nuclear ribonucleoprotein A3 pseudogene 11
HNRNPA3P12,heterogeneous nuclear ribonucleoprotein A3 pseudogene 12
HNRNPA3P13,heterogeneous nuclear ribonucleoprotein A3 pseudogene 13
HNRNPA3P14,heterogeneous nuclear ribonucleoprotein A3 pseudogene 14
HNRNPA3P15,heterogeneous nuclear ribonucleoprotein A3 pseudogene 15
HNRNPA3P16,heterogeneous nuclear ribonucleoprotein A3 pseudogene 16
HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
HNRNPABP1,heterogeneous nuclear ribonucleoprotein A/B pseudogene 1
HNRNPC,heterogeneous nuclear ribonucleoprotein C
HNRNPCL1,heterogeneous nuclear ribonucleoprotein C like 1
HNRNPCL2,heterogeneous nuclear ribonucleoprotein C like 2
HNRNPCL3,heterogeneous nuclear ribonucleoprotein C like 3
HNRNPCL4,heterogeneous nuclear ribonucleoprotein C like 4
HNRNPCP1,heterogeneous nuclear ribonucleoprotein C pseudogene 1
HNRNPCP2,heterogeneous nuclear ribonucleoprotein C pseudogene 2
HNRNPCP3,heterogeneous nuclear ribonucleoprotein C pseudogene 3
HNRNPCP4,heterogeneous nuclear ribonucleoprotein C pseudogene 4
HNRNPCP6,heterogeneous nuclear ribonucleoprotein C pseudogene 6
HNRNPCP7,heterogeneous nuclear ribonucleoprotein C pseudogene 7
HNRNPCP8,heterogeneous nuclear ribonucleoprotein C pseudogene 8
HNRNPCP9,heterogeneous nuclear ribonucleoprotein C pseudogene 9
HNRNPCP10,heterogeneous nuclear ribonucleoprotein C pseudogene 10
HNRNPD,heterogeneous nuclear ribonucleoprotein D
HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
HNRNPDLP1,HNRNPDL pseudogene 1
HNRNPDLP2,HNRNPDL pseudogene 2
HNRNPDLP3,HNRNPDL pseudogene 3
HNRNPDLP4,HNRNPDL pseudogene 4
HNRNPDLP5,HNRNPDL pseudogene 5
HNRNPDP1,heterogeneous nuclear ribonucleoprotein D pseudogene 1
HNRNPDP1,heterogeneous nuclear ribonucleoprotein D pseudogene 1
HNRNPDP2,heterogeneous nuclear ribonucleoprotein D pseudogene 2
HNRNPF,heterogeneous nuclear ribonucleoprotein F
HNRNPFP1,heterogeneous nuclear ribonucleoprotein F pseudogene 1
HNRNPH1,heterogeneous nuclear ribonucleoprotein H1
HNRNPH1P1,heterogeneous nuclear ribonucleoprotein H1 pseudogene 1
HNRNPH1P2,heterogeneous nuclear ribonucleoprotein H1 pseudogene 2
HNRNPH1P3,heterogeneous nuclear ribonucleoprotein H1 pseudogene 3
HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
HNRNPH3,heterogeneous nuclear ribonucleoprotein H3
HNRNPH3P1,heterogeneous nuclear ribonucleoprotein H3 pseudogene 1
HNRNPK,heterogeneous nuclear ribonucleoprotein K
HNRNPK,heterogeneous nuclear ribonucleoprotein K
HNRNPKP1,heterogeneous nuclear ribonucleoprotein K pseudogene 1
HNRNPKP2,heterogeneous nuclear ribonucleoprotein K pseudogene 2
HNRNPKP3,heterogeneous nuclear ribonucleoprotein K pseudogene 3
HNRNPKP4,heterogeneous nuclear ribonucleoprotein K pseudogene 4
HNRNPKP5,heterogeneous nuclear ribonucleoprotein K pseudogene 5
HNRNPL,heterogeneous nuclear ribonucleoprotein L
HNRNPLL,heterogeneous nuclear ribonucleoprotein L like
HNRNPLP1,heterogeneous nuclear ribonucleoprotein L pseudogene 1
HNRNPLP2,heterogeneous nuclear ribonucleoprotein L pseudogene 2
HNRNPM,heterogeneous nuclear ribonucleoprotein M
HNRNPM,heterogeneous nuclear ribonucleoprotein M
HNRNPM,heterogeneous nuclear ribonucleoprotein M
HNRNPM,heterogeneous nuclear ribonucleoprotein M
HNRNPMP1,heterogeneous nuclear ribonucleoprotein M pseudogene 1
HNRNPMP2,heterogeneous nuclear ribonucleoprotein M pseudogene 2
HNRNPR,heterogeneous nuclear ribonucleoprotein R
HNRNPRP1,heterogeneous nuclear ribonucleoprotein R pseudogene 1
HNRNPRP2,heterogeneous nuclear ribonucleoprotein R pseudogene 2
HNRNPRP3,heterogeneous nuclear ribonucleoprotein R pseudogene 3
HNRNPU,heterogeneous nuclear ribonucleoprotein U
HNRNPU,heterogeneous nuclear ribonucleoprotein U
HNRNPU,heterogeneous nuclear ribonucleoprotein U
HNRNPU,heterogeneous nuclear ribonucleoprotein U
HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 readthrough (NMD candidate)
HNRNPUP1,heterogeneous nuclear ribonucleoprotein U pseudogene 1
HOAC,hypoacusis 2 (autosomal recessive)
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOMER1,homer scaffold protein 1
HOMER1,homer scaffold protein 1
HOMER1,homer scaffold protein 1
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2,homer scaffold protein 2
HOMER2P1,HOMER2 pseudogene 1
HOMER2P2,HOMER2 pseudogene 2
HOMER3,homer scaffold protein 3
HOMER3-AS1,HOMER3 antisense RNA 1
HOMEZ,homeobox and leucine zipper encoding
HOOK1,hook microtubule tethering protein 1
HOOK2,hook microtubule tethering protein 2
HOOK3,hook microtubule tethering protein 3
HOPX,HOP homeobox
HOPX,HOP homeobox
HOPX,HOP homeobox
HOPX,HOP homeobox
HOPX,HOP homeobox
HORMAD1,HORMA domain containing 1
HORMAD1,HORMA domain containing 1
HORMAD2,HORMA domain containing 2
HORMAD2,HORMA domain containing 2
HORMAD2-AS1,HORMAD2 and MTMR3 antisense RNA 1
HORMAD2-AS1,HORMAD2 and MTMR3 antisense RNA 1
HOTAIR,HOX transcript antisense RNA
HOTAIR,HOX transcript antisense RNA
HOTAIR,HOX transcript antisense RNA
HOTAIR,HOX transcript antisense RNA
HOTAIR,HOX transcript antisense RNA
HOTAIR,HOX transcript antisense RNA
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOTTIP,HOXA distal transcript antisense RNA
HOXA-AS2,HOXA cluster antisense RNA 2
HOXA-AS3,HOXA cluster antisense RNA 3
HOXA@,homeobox A cluster
HOXA1,homeobox A1
HOXA2,homeobox A2
HOXA3,homeobox A3
HOXA4,homeobox A4
HOXA5,homeobox A5
HOXA6,homeobox A6
HOXA7,homeobox A7
HOXA9,homeobox A9
HOXA10,homeobox A10
HOXA10-AS,HOXA10 antisense RNA
HOXA11,homeobox A11
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA11-AS,HOXA11 antisense RNA
HOXA13,homeobox A13
HOXB-AS1,HOXB cluster antisense RNA 1
HOXB-AS2,HOXB cluster antisense RNA 2
HOXB-AS3,HOXB cluster antisense RNA 3
HOXB-AS4,HOXB cluster antisense RNA 4
HOXB@,homeobox B cluster
HOXB1,homeobox B1
HOXB2,homeobox B2
HOXB3,homeobox B3
HOXB4,homeobox B4
HOXB5,homeobox B5
HOXB6,homeobox B6
HOXB7,homeobox B7
HOXB8,homeobox B8
HOXB9,homeobox B9
HOXB13,homeobox B13
HOXC-AS1,HOXC cluster antisense RNA 1
HOXC-AS2,HOXC cluster antisense RNA 2
HOXC-AS3,HOXC cluster antisense RNA 3
HOXC@,homeobox C cluster
HOXC4,homeobox C4
HOXC5,homeobox C5
HOXC6,homeobox C6
HOXC8,homeobox C8
HOXC9,homeobox C9
HOXC10,homeobox C10
HOXC11,homeobox C11
HOXC12,homeobox C12
HOXC13,homeobox C13
HOXC13-AS,HOXC13 antisense RNA
HOXD-AS2,HOXD cluster antisense RNA 2
HOXD@,homeobox D cluster
HOXD1,homeobox D1
HOXD3,homeobox D3
HOXD4,homeobox D4
HOXD8,homeobox D8
HOXD9,homeobox D9
HOXD10,homeobox D10
HOXD11,homeobox D11
HOXD12,homeobox D12
HOXD13,homeobox D13
HP,haptoglobin
HP1BP3,heterochromatin protein 1 binding protein 3
HPC1,hereditary prostate cancer 1
HPCA,hippocalcin
HPCAL1,hippocalcin like 1
HPCAL1,hippocalcin like 1
HPCAL1,hippocalcin like 1
HPCAL1,hippocalcin like 1
HPCAL1,hippocalcin like 1
HPCAL1,hippocalcin like 1
HPCAL4,hippocalcin like 4
HPCAL4,hippocalcin like 4
HPCX,"hereditary prostate cancer, X-linked"
HPD,4-hydroxyphenylpyruvate dioxygenase
HPD,4-hydroxyphenylpyruvate dioxygenase
HPD,4-hydroxyphenylpyruvate dioxygenase
HPDL,4-hydroxyphenylpyruvate dioxygenase like
HPDL,4-hydroxyphenylpyruvate dioxygenase like
HPE1,"holoprosencephaly 1, alobar"
HPF1,histone PARylation factor 1
HPFH2,"hereditary persistence of fetal hemoglobin, heterocellular, Indian type"
HPGD,15-hydroxyprostaglandin dehydrogenase
HPGD,15-hydroxyprostaglandin dehydrogenase
HPGDS,hematopoietic prostaglandin D synthase
HPGDS,hematopoietic prostaglandin D synthase
HPGDS,hematopoietic prostaglandin D synthase
HPGDS,hematopoietic prostaglandin D synthase
HPGDS,hematopoietic prostaglandin D synthase
HPGDS,hematopoietic prostaglandin D synthase
HPLH1,hemophagocytic lymphohistiocytosis 1
HPN,hepsin
HPN-AS1,HPN antisense RNA 1
HPP1,"hyperpigmentation, progressive, 1"
HPR,haptoglobin-related protein
HPRT1,hypoxanthine phosphoribosyltransferase 1
HPRT1P1,hypoxanthine phosphoribosyltransferase 1 pseudogene 1
HPRT1P2,hypoxanthine phosphoribosyltransferase 1 pseudogene 2
HPRT1P3,hypoxanthine phosphoribosyltransferase 1 pseudogene 3
HPRT2,hypoxanthine phosphoribosyltransferase 2
HPRTP1,hypoxanthine phosphoribosyltransferase pseudogene 1
HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS6,HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
HPS6,HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
HPSE,heparanase
HPSE,heparanase
HPSE,heparanase
HPSE2,heparanase 2 (inactive)
HPSE2,heparanase 2 (inactive)
HPT,hypoparathyroidism
HPV6AI1,human papillomavirus (type 6a) integration site 1
HPV18I1,human papillomavirus (type 18) integration site 1
HPV18I2,human papillomavirus (type 18) integration site 2
HPVC1,human papillomavirus (type 18) E5 central sequence-like 1
HPVC1,human papillomavirus (type 18) E5 central sequence-like 1
HPX,hemopexin
HPYR1,Helicobacter pylori responsive 1
HPYR1,Helicobacter pylori responsive 1
HPYR1,Helicobacter pylori responsive 1
HPYR1,Helicobacter pylori responsive 1
HPYR1,Helicobacter pylori responsive 1
HPYR1,Helicobacter pylori responsive 1
HR,HR lysine demethylase and nuclear receptor corepressor
HRAS,"HRas proto-oncogene, GTPase"
HRC,histidine rich calcium binding protein
HRCT1,histidine rich carboxyl terminus 1
HRCT1,histidine rich carboxyl terminus 1
HRCT1,histidine rich carboxyl terminus 1
HRES1,HTLV-1 related endogenous sequence
HRES1,HTLV-1 related endogenous sequence
HRG,histidine rich glycoprotein
HRG,histidine rich glycoprotein
HRG,histidine rich glycoprotein
HRG,histidine rich glycoprotein
HRH1,histamine receptor H1
HRH2,histamine receptor H2
HRH3,histamine receptor H3
HRH4,histamine receptor H4
HRH4,histamine receptor H4
HRH4,histamine receptor H4
HRH4,histamine receptor H4
HRH4,histamine receptor H4
HRK,"harakiri, BCL2 interacting protein"
HRNR,hornerin
HRNR,hornerin
HRNR,hornerin
HROB,homologous recombination factor with OB-fold
HS1BP3,HCLS1 binding protein 3
HS1BP3,HCLS1 binding protein 3
HS1BP3-IT1,HS1BP3 intronic transcript 1
HS2ST1,heparan sulfate 2-O-sulfotransferase 1
HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2
HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1
HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1
HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1
HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1
HS3ST4,heparan sulfate-glucosamine 3-sulfotransferase 4
HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5
HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6
HS6ST1,heparan sulfate 6-O-sulfotransferase 1
HS6ST1P1,heparan sulfate 6-O-sulfotransferase 1 pseudogene 1
HS6ST2,heparan sulfate 6-O-sulfotransferase 2
HS6ST2-AS1,HS6ST2 antisense RNA 1
HS6ST3,heparan sulfate 6-O-sulfotransferase 3
HSBP1,heat shock factor binding protein 1
HSBP1L1,heat shock factor binding protein 1 like 1
HSBP1L1,heat shock factor binding protein 1 like 1
HSBP1P1,heat shock factor binding protein 1 pseudogene 1
HSBP1P2,heat shock factor binding protein 1 pseudogene 2
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone
HSD3B1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
HSD3BP1,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 1"
HSD3BP2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2"
HSD3BP3,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 3"
HSD3BP4,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4"
HSD3BP5,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5"
HSD11B1,hydroxysteroid 11-beta dehydrogenase 1
HSD11B1-AS1,HSD11B1 antisense RNA 1
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like
HSD11B2,hydroxysteroid 11-beta dehydrogenase 2
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1
HSD17B1P1,hydroxysteroid 17-beta dehydrogenase 1 pseudogene 1
HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
HSD17B3,hydroxysteroid 17-beta dehydrogenase 3
HSD17B3-AS1,HSD17B3 antisense RNA 1
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
HSD17B7,hydroxysteroid 17-beta dehydrogenase 7
HSD17B7,hydroxysteroid 17-beta dehydrogenase 7
HSD17B7P1,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 1
HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
